Tooth,Tooth,Yoke,Yoke,Rotor,Rotor
X,Y,X,Y,X,Y
21.267333499005964,55.774194834183675,21.19296719681909,37.764030612244895,22.319085487077537,1.4846938775509955
21.713531312127238,54.32238520408163,21.78789761431411,36.055484693877546,23.083996023856862,1.3211096938775313
22.348059371046453,52.49321660482376,22.34033300198808,33.85618622448979,23.848906560636188,1.2393176020408134
23.02025347912525,51.234733737244895,22.95651093439364,32.238520408163254,24.613817097415506,1.1575255102040671
23.326217693836973,50.16734693877551,23.721421471172967,31.69323979591836,25.37872763419483,0.9121492346938567
24.103876739562622,50.232780612244895,24.486332007952285,31.42059948979592,26.143638170974157,0.8303571428571388
24.868787276341948,50.39636479591836,25.26034862255041,31.607552842565582,26.908548707753482,0.8303571428571388
25.659194831013913,50.887117346938766,26.041650099403576,32.434821428571425,27.673459244532808,0.8303571428571388
26.38122401951925,51.80913729128014,26.78106361829026,33.79257015306122,28.438369781312126,0.993941326530603
27.11798849758592,53.037080903790084,27.545974155069587,34.6922831632653,29.20328031809145,1.1575255102040671
27.928429423459242,53.25908801020408,28.310884691848905,34.828603316326536,29.968190854870777,1.1575255102040671
28.693339960238568,52.577487244897966,29.07579522862823,34.74681122448979,30.733101391650102,1.2393176020408134
29.241525844930422,52.03220663265306,29.840705765407556,35.26482780612244,31.498011928429428,1.4846938775509955
29.975273359840955,52.55931122448979,30.554622266401594,36.39355867346937,32.262922465208746,1.4846938775509955
30.733101391650102,53.858896683673464,31.150969184890656,38.4001913265306,33.02783300198807,1.4846938775509955
31.498011928429428,55.38568239795919,31.88046719681909,39.681600765306115,33.7927435387674,1.4846938775509955
32.262922465208746,56.776147959183675,32.66662524850895,39.21811224489795,34.55765407554672,1.4301658163265074
33.04908051689861,55.90369897959182,33.26155566600398,37.61862244897959,35.32256461232605,1.3211096938775313
33.665258449304176,54.355102040816334,33.7927435387674,35.71468431122449,36.087475149105366,1.2120535714285552
34.3316577805892,52.62705820964749,34.32393141153082,33.965242346938766,36.85238568588469,1.1575255102040671
35.003851888667995,51.418765943877546,34.9690832279053,32.40210459183673,37.61729622266402,0.8303571428571388
35.4118041749503,50.29821428571428,35.70501988071571,31.69323979591836,38.38220675944334,0.8303571428571388
36.087475149105366,50.232780612244895,36.46993041749503,31.25701530612244,39.14711729622267,0.8303571428571388
36.897916074978696,50.162673104956255,37.234840954274354,31.665975765306115,39.91202783300199,0.8303571428571388
37.624378727634195,50.741709183673464,37.987002982107356,32.369387755102025,40.67693836978131,1.1575255102040671
38.38800153623713,52.00246405380335,38.764662027833005,33.69441964285713,41.44184890656064,1.1575255102040671
39.13801121840387,53.247403425655975,39.52957256461233,34.855867346938766,42.20675944333996,1.1575255102040671
39.9438991053678,53.01371173469387,40.29448310139165,34.774075255102034,42.97166998011929,1.3483737244897895
40.67693836978131,52.44116709183673,41.059393638170974,34.774075255102034,43.73658051689861,1.4846938775509955
41.44184890656064,52.44116709183673,41.853278058919216,35.13842184601113,44.50149105367793,1.4846938775509955
42.2280069582505,52.86830357142857,42.589214711729625,36.546237244897966,45.26640159045726,1.4846938775509955
42.97166998011929,54.10427295918366,43.35412524850895,38.46835140306122,46.03131212723658,1.4846938775509955
43.685586481113326,55.7782844387755,44.119035785288276,39.81792091836735,46.79622266401591,1.3483737244897895
44.50149105367793,56.912468112244895,44.82020377733598,39.054528061224474,47.56113320079523,1.3211096938775313
45.202659045725646,55.79464285714286,45.275507668276056,37.636798469387756,48.32604373757456,1.1575255102040671
45.71259940357853,54.15880102040816,45.77634194831014,35.89871651785714,49.090954274353884,1.0757334183673493
46.30752982107355,53.25908801020408,46.131478983243404,33.92110058309038,49.85586481113321,0.8303571428571388
46.604995029821076,51.664142219387756,46.7324801192843,32.92920918367345,50.62077534791252,0.8303571428571388
47.24242047713718,50.948461415816325,47.24242047713718,31.87863520408162,51.385685884691846,0.8303571428571388
47.56113320079523,50.19188456632652,47.943588469184895,31.63871173469387,52.15059642147117,0.9121492346938567
48.32604373757456,50.232780612244895,48.70849900596422,31.338807397959172,52.915506958250496,1.1575255102040671
49.090954274353884,50.39636479591836,49.51893993183756,31.77113702623906,53.68041749502982,1.1575255102040671
49.86165958792699,51.00608766233766,50.18732604373758,32.680197704081635,54.44532803180915,1.2120535714285552
50.591801463943604,52.285018552875684,50.99412453848338,34.08468476676386,55.21023856858847,1.4029017857142776
51.385685884691846,53.395408163265316,51.76814115308151,34.855867346938766,55.9751491053678,1.4846938775509955
52.182467693836976,52.85012755102041,52.533051689860834,34.719547193877546,56.74005964214712,1.4846938775509955
52.788021868787276,52.16852678571429,53.29796222664016,34.80133928571428,57.50497017892645,1.4846938775509955
53.59846279466061,52.33600583090379,54.113866799204764,35.70650510204082,58.269880715705774,1.4846938775509955
54.34333996023857,53.12822066326531,54.82778330019881,37.28236607142857,59.034791252485086,1.3211096938775313
55.08275347912525,54.36328124999997,55.54169980119284,38.89639668367347,59.79970178926441,1.2938456632653015
55.84766401590458,55.958227040816325,56.40313476285147,39.66991618075801,60.564612326043736,1.1575255102040671
56.6125745526839,56.63301179846938,57.058772365805176,38.50924744897959,61.32952286282306,0.993941326530603
57.31374254473162,55.59470663265307,57.536841451292254,36.59394929846938,62.09443339960239,0.8303571428571388
57.791811630218696,54.11790497448979,58.12114811133201,34.94674744897958,62.85934393638171,0.8303571428571388
58.397365805168995,52.73561862244897,58.687748508946335,32.874681122448976,63.62425447316104,0.8303571428571388
59.063765136454,51.02095895176252,59.37171613178074,31.911352040816325,64.38916500994037,0.993941326530603
59.79970178926441,50.34183673469387,60.182157057654074,31.42059948979592,65.1540755467197,1.1575255102040671
60.564612326043736,50.232780612244895,60.9470675944334,31.50239158163265,65.91898608349902,1.1575255102040671
61.39326540755467,50.49860491071428,61.721084209031524,32.121674562682216,66.68389662027835,1.2393176020408134
62.14542743538767,51.45966198979592,62.44791478402313,32.9820848794063,67.44880715705764,1.4301658163265074
62.7956013916501,52.55931122448979,63.178056660039765,34.28332270408163,68.21371769383697,1.4846938775509955
63.62425447316104,53.34088010204081,64.00670974155071,34.855867346938766,68.9786282306163,1.4846938775509955
64.42103628230618,52.7274394132653,64.77162027833003,34.719547193877546,69.74353876739562,1.4846938775509955
65.10854515762568,52.125683309037896,65.60027335984097,34.73317920918366,70.50844930417495,1.4301658163265074
65.96856361829026,52.26849489795919,66.31882568227002,36.01582792207792,71.27335984095427,1.3211096938775313
66.68389662027835,53.65441645408163,67.06635188866798,37.827646683673464,72.0382703777336,1.2393176020408134
67.44880715705764,55.22209821428571,67.78345551689861,39.333984375,72.73943836978131,1.0593749999999886
68.16818730474296,56.565825437317784,68.60527904004545,39.576439504373184,,
68.94675695825049,56.40808354591836,69.12736083499007,38.109375,,
69.42482604373757,55.04942602040816,69.74353876739562,36.06639030612244,,
70.08046364669127,54.22890852769679,70.3597166998012,34.11065051020408,,
70.2534791252485,52.71380739795917,70.89090457256461,32.565688775510196,,
70.91987845653352,51.288642161410024,71.65581510934393,31.747767857142847,,
71.59207256461232,50.43726084183673,72.42072564612326,31.25701530612244,,
72.42072564612326,50.232780612244895,72.86692345924453,31.25701530612244,,
72.99440854870775,50.17825255102039,,,,
